StudyID,FigureNum,PanelNum,CaseName,CaseNum,X,OutcomeName,Direction,Y,CondName,CondNum
2005.SPR.34.2.220,1,4,Dyad D,4,29,Percentage of Intervals of Off-Task Behavior by Student,decrease,17,Implementation Baseline,2
2005.SPR.34.2.220,1,4,Dyad D,4,30,Percentage of Intervals of Off-Task Behavior by Student,decrease,23,Implementation Baseline,2
2005.SPR.34.2.220,1,4,Dyad D,4,32,Percentage of Intervals of Off-Task Behavior by Student,decrease,20,Implementation Baseline,2
2005.SPR.34.2.220,1,4,Dyad D,4,33,Percentage of Intervals of Off-Task Behavior by Student,decrease,73,PF + SR-,3
2005.SPR.34.2.220,1,4,Dyad D,4,35,Percentage of Intervals of Off-Task Behavior by Student,decrease,50,PF + SR-,3
2005.SPR.34.2.220,1,4,Dyad D,4,36,Percentage of Intervals of Off-Task Behavior by Student,decrease,47,PF + SR-,3
2005.SPR.34.2.220,1,4,Dyad D,4,37,Percentage of Intervals of Off-Task Behavior by Student,decrease,50,PF + SR-,3
2005.SPR.34.2.220,1,4,Dyad D,4,39,Percentage of Intervals of Off-Task Behavior by Student,decrease,43,PF + SR-,3
2005.SPR.34.2.220,1,4,Dyad D,4,40,Percentage of Intervals of Off-Task Behavior by Student,decrease,37,PF + SR-,3
2005.SPR.34.2.220,1,4,Dyad D,4,41,Percentage of Intervals of Off-Task Behavior by Student,decrease,33,PF + SR-,3
2005.SPR.34.2.220,1,4,Dyad D,4,42,Percentage of Intervals of Off-Task Behavior by Student,decrease,43,Dynamic Fading,4
2005.SPR.34.2.220,1,4,Dyad D,4,43,Percentage of Intervals of Off-Task Behavior by Student,decrease,50,Dynamic Fading,4
2005.SPR.34.2.220,1,4,Dyad D,4,44,Percentage of Intervals of Off-Task Behavior by Student,decrease,7,Dynamic Fading,4
